Product_Category,SoldBy,Publisher,Title,Author,KindleeBooks SalesRank,SalePrice,TotalReviews,AverageRating,Preorder,DatePublished,Format,IndiePublisher,SmallMediumPublisher,AmazonPublsher,BigFivePublisher,UncategorizedSingle-AuthorPublisher,Pages,DailyUnitsSold,DailyGrossSales ,DailyAmazonRevenue,DailyPublisherRevenue,DailyAuthorRevenue,Category
Print,"Amazon Digital Services,  Inc.",publisher00002222,title00595921,author00152579,27992,9.94,113,4.3,0,8/1/2011,Paperback,0,1,0,0,0,40,5,$47.47 ,$23.73 ,$19.94 ,$3.80 ,0
Print,"Amazon Digital Services,  Inc.",publisher00007739,title00732794,author00150901,27994,9.94,158,4.4,0,11/8/2012,Paperback,0,1,0,0,0,64,5,$47.47 ,$23.73 ,$19.94 ,$3.80 ,0
Print,Random House LLC,publisher00000284,title00680617,author00095594,27995,10.84,277,4.4,0,2/1/1995,Paperback,0,0,0,1,0,384,5,$51.76 ,$13.56 ,$32.09 ,$6.11 ,0
Print,HarperCollins Publishers,publisher00000754,title00665515,author00194160,27996,6.99,199,4.7,0,4/8/2008,Paperback,0,0,0,1,0,352,5,$33.38 ,$16.69 ,$14.02 ,$2.67 ,0
Print,"Amazon Digital Services,  Inc.",publisher00003952,title00617064,author00097684,28000,15.41,137,4.3,0,2/21/2011,Hardcover,0,1,0,0,0,352,5,$73.57 ,$6.85 ,$46.71 ,$20.02 ,0
Print,Penguin Group (USA) LLC,publisher00002165,title00617232,author00103396,28001,9.18,253,3.9,0,5/5/2015,Paperback,0,0,0,1,0,464,5,$43.83 ,$19.98 ,$20.03 ,$3.82 ,0
Print,"Amazon Digital Services,  Inc.",publisher00003165,title00629525,author00170757,28002,13.89,56,4.7,0,9/15/2014,Paperback,0,1,0,0,0,144,5,$66.31 ,$18.62 ,$40.06 ,$7.63 ,0
Print,Random House LLC,publisher00000400,title00676153,author00099109,28004,13.49,148,4.5,0,7/28/2005,Hardcover,0,0,0,1,0,192,5,$64.40 ,$28.62 ,$25.05 ,$10.73 ,0
Print,"Amazon Digital Services,  Inc.",publisher00075061,title00622405,author00104320,28005,9.94,214,3.9,0,2/6/2014,Paperback,1,0,0,0,0,84,5,$47.45 ,$29.24 ,$0.00 ,$18.21 ,0
Print,Macmillan,publisher00000130,title00646133,author00102371,28007,11.24,121,4.7,0,3/31/2015,Paperback,0,0,0,1,0,368,5,$53.65 ,$15.49 ,$32.06 ,$6.11 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002144,title00685268,NA,28010,10.94,9,3.4,0,12/8/2015,Hardcover,0,1,0,0,0,160,5,$52.22 ,$14.03 ,$26.73 ,$11.45 ,0
Print,HarperCollins Publishers,publisher00001368,title00687616,author00254789,28015,19.8,53,4.9,0,4/29/2003,Paperback,0,0,0,1,0,736,5,$94.49 ,$37.25 ,$48.08 ,$9.16 ,0
Print,HarperCollins Publishers,publisher00001368,title00656478,author00134794,28017,12.6,178,4.4,0,1/21/2003,Paperback,0,0,0,1,0,240,5,$60.12 ,$24.36 ,$30.04 ,$5.72 ,0
Print,Simon and Schuster Digital Sales Inc,publisher00001550,title00649150,author00099252,28020,7.96,72,4.4,0,10/13/2015,Paperback,0,0,0,1,0,368,5,$37.98 ,$18.92 ,$16.01 ,$3.05 ,0
Print,HarperCollins Publishers,publisher00000784,title00690274,author00102354,28023,15.84,4,4.8,0,12/1/2015,Hardcover,0,0,0,1,0,128,5,$75.57 ,$13.57 ,$43.40 ,$18.60 ,0
Print,"Amazon Digital Services,  Inc.",publisher00006027,title00602446,author00102610,28025,11.73,141,4.4,0,10/14/1992,Paperback,0,1,0,0,0,222,5,$55.96 ,$15.53 ,$33.96 ,$6.47 ,0
Print,"Amazon Digital Services,  Inc.",publisher00027222,title00659665,author00104586,28026,10.51,204,4.6,0,5/3/2011,Paperback,0,1,0,0,0,144,5,$50.14 ,$14.48 ,$29.95 ,$5.71 ,0
Print,W. W. Norton & Company,publisher00000520,title00690791,author00231713,28027,18.25,149,3.4,0,5/11/2015,Hardcover,0,1,0,0,0,304,5,$87.06 ,$22.78 ,$45.00 ,$19.28 ,0
Print,Random House LLC,publisher00002408,title00681025,author00116464,28028,3.99,43,4.7,0,8/23/2011,Paperback,0,0,0,1,0,48,5,$19.03 ,$9.52 ,$7.99 ,$1.52 ,0
Print,"Amazon Digital Services,  Inc.",publisher00000954,title00642819,author00094446,28031,6.99,14,4.4,0,11/29/2014,Paperback,1,1,0,0,0,92,5,$33.34 ,$23.59 ,$0.00 ,$9.75 ,0
Print,"Amazon Digital Services,  Inc.",publisher00004750,title00675023,author00351934,28032,10.13,30,4.5,0,5/1/2008,Paperback,0,1,0,0,0,144,5,$48.32 ,$12.66 ,$29.95 ,$5.70 ,0
Print,Idea & Design Works,publisher00003067,title00628086,author00127686,28037,15.19,0,0,1,1/19/2016,Paperback,0,1,0,0,0,104,5,$72.44 ,$29.57 ,$36.01 ,$6.86 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002215,title00607662,author00318778,28038,12.45,0,0,1,1/12/2016,Hardcover,0,1,0,0,0,128,5,$59.37 ,$18.96 ,$28.29 ,$12.12 ,0
Print,"Amazon Digital Services,  Inc.",publisher00075822,title00651521,NA,28039,8.27,58,4.2,0,6/9/2006,Paperback,0,1,0,0,0,24,5,$39.44 ,$15.62 ,$20.01 ,$3.81 ,0
Print,"Amazon Digital Services,  Inc.",publisher00078130,title00686997,author00354250,28042,57.45,10,4.7,0,1/1/2013,Paperback,0,0,0,0,1,352,5,$273.92 ,$119.08 ,$130.07 ,$24.77 ,0
Print,"Amazon Digital Services,  Inc.",publisher00001552,title00679457,author00166672,28045,14.07,294,4.7,0,8/30/1997,Paperback,0,1,0,0,0,240,5,$67.08 ,$29.06 ,$31.94 ,$6.08 ,0
Print,"Amazon Digital Services,  Inc.",publisher00004912,title00700168,author00356833,28046,10.82,114,4.5,0,3/1/2013,Hardcover,0,1,0,0,0,128,5,$51.58 ,$15.85 ,$25.01 ,$10.72 ,0
Print,Random House LLC,publisher00000022,title00721636,author00099894,28048,5.99,384,4.6,0,4/1/1985,Mass Market Paperback,0,0,0,1,0,496,5,$28.56 ,$14.28 ,$12.56 ,$1.71 ,0
Print,"Amazon Digital Services,  Inc.",publisher00010029,title00672833,author00152519,28050,17.41,188,4.7,0,4/16/2012,Paperback,0,1,0,0,0,144,5,$82.99 ,$28.29 ,$45.95 ,$8.75 ,0
Print,"Amazon Digital Services,  Inc.",publisher00001217,title00681600,author00094060,28054,5.33,29,4.8,0,6/26/2008,Paperback,0,1,0,0,0,48,5,$25.40 ,$11.13 ,$11.99 ,$2.28 ,0
Print,HarperCollins Publishers,publisher00000754,title00723012,author00341785,28057,13.57,252,4.5,0,1/18/1996,Hardcover,0,0,0,1,0,40,5,$64.67 ,$21.83 ,$29.99 ,$12.85 ,0
Print,HarperCollins Publishers,publisher00000094,title00705864,author00096933,28060,9.99,3495,4.5,0,2/18/2014,Mass Market Paperback,0,0,0,1,0,531,5,$47.61 ,$23.80 ,$20.95 ,$2.86 ,0
Print,Random House LLC,publisher00000040,title00648191,author00110392,28061,7.32,2941,3.1,0,5/23/2000,Mass Market Paperback,0,0,0,1,0,560,5,$34.88 ,$15.84 ,$16.75 ,$2.28 ,0
Print,HarperCollins Publishing,publisher00000172,title00706735,author00114032,28063,11.94,0,0,0,1/5/2016,Paperback,0,0,0,1,0,400,5,$56.89 ,$16.44 ,$33.98 ,$6.47 ,0
Print,Macmillan,publisher00000130,title00633166,author00100649,28064,14.13,113,4.5,0,8/6/2013,Paperback,0,0,0,1,0,176,5,$67.33 ,$12.56 ,$46.01 ,$8.76 ,0
Print,"Amazon Digital Services,  Inc.",publisher00076135,title00646351,author00347387,28066,15.69,48,4.8,0,12/30/2013,Paperback,1,0,0,0,0,260,5,$74.75 ,$36.57 ,$0.00 ,$38.18 ,0
Print,"Amazon Digital Services,  Inc.",publisher00001775,title00679770,author00352795,28067,15.93,99,4.5,0,8/1/2008,Hardcover,0,1,0,0,0,176,5,$75.89 ,$33.06 ,$29.98 ,$12.85 ,0
Print,Hachette Book Group,publisher00000198,title00702790,author00184172,28070,7.63,30,3.7,0,3/18/2014,Paperback,0,0,0,1,0,320,5,$36.35 ,$12.53 ,$20.01 ,$3.81 ,0
Print,Penguin Group (USA) LLC,publisher00001601,title00598973,author00292705,28075,26.95,22,4,0,10/20/2015,Hardcover,0,0,0,1,0,304,5,$128.36 ,$64.18 ,$44.93 ,$19.25 ,0
Print,"Amazon Digital Services,  Inc.",publisher00000954,title00677089,author00341480,28075,7.59,28,4.6,0,11/21/2014,Paperback,1,1,0,0,0,44,5,$36.15 ,$24.70 ,$0.00 ,$11.45 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002152,title00630940,author00119620,28076,7.99,67,4.7,0,9/23/2014,Paperback,0,1,0,0,0,112,5,$38.06 ,$19.03 ,$15.98 ,$3.04 ,0
Print,"Amazon Digital Services,  Inc.",publisher00073643,title00673457,author00343135,28079,7.63,16,3.9,0,8/19/2015,Paperback,0,1,0,0,0,144,5,$36.34 ,$12.67 ,$19.88 ,$3.79 ,0
Print,Simon and Schuster Digital Sales Inc,publisher00002412,title00678473,author00096263,28080,4.99,59,4.7,0,6/1/2006,Paperback,0,0,0,1,0,96,5,$23.76 ,$11.88 ,$9.98 ,$1.90 ,0
Print,"Amazon Digital Services,  Inc.",publisher00001871,title00632674,author00140543,28083,47.48,2,3.5,0,1/5/2016,Hardcover,0,1,0,0,0,464,5,$226.09 ,$95.14 ,$91.67 ,$39.29 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002692,title00603929,author00125099,28085,13.48,23,4.5,0,8/31/2010,Paperback,0,1,0,0,0,304,5,$64.19 ,$23.83 ,$33.90 ,$6.46 ,0
Print,HarperCollins Publishing,publisher00000172,title00677319,author00278245,28093,12.13,31,4.8,0,10/12/1991,Paperback,0,0,0,1,0,384,5,$57.74 ,$22.06 ,$29.97 ,$5.71 ,0
Print,HarperCollins Publishers,publisher00001082,title00707283,author00111916,28094,12,212,4.3,0,10/21/2014,Paperback,0,0,0,1,0,480,5,$57.12 ,$16.71 ,$33.95 ,$6.47 ,0
Print,"Amazon Digital Services,  Inc.",publisher00000543,title00625369,author00321802,28096,21.36,0,0,0,12/8/2015,Hardcover,0,1,0,0,0,352,5,$101.67 ,$30.27 ,$49.98 ,$21.42 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002215,title00597294,author00104952,28097,10.75,47,4.5,0,3/21/2012,Hardcover,0,1,0,0,0,108,5,$51.17 ,$15.59 ,$24.91 ,$10.67 ,0
Print,W. W. Norton & Company,publisher00000520,title00675287,author00131797,28097,9.38,310,4.1,0,5/17/2002,Paperback,0,1,0,0,0,320,5,$44.65 ,$4.31 ,$33.88 ,$6.45 ,0
Print,"Amazon Digital Services,  Inc.",publisher00003761,title00631549,author00098304,28098,14.45,260,4.5,0,5/14/2013,Hardcover,0,1,0,0,0,224,5,$68.78 ,$11.68 ,$39.96 ,$17.13 ,0
Print,Random House LLC,publisher00001845,title00715831,author00127050,28100,16.89,80,4.6,0,10/1/1986,Paperback,0,0,0,1,0,512,5,$80.38 ,$25.68 ,$45.96 ,$8.75 ,0
Print,Random House LLC,publisher00001824,title00662633,author00115526,28103,19.78,77,4.3,0,7/9/2002,Hardcover,0,0,0,1,0,288,5,$94.13 ,$37.02 ,$39.97 ,$17.13 ,0
Print,"Amazon Digital Services,  Inc.",publisher00009284,title00606278,author00097843,28104,3.99,6,4.8,0,8/25/2015,Paperback,0,1,0,0,0,32,5,$18.99 ,$9.49 ,$7.97 ,$1.52 ,0
Print,"Amazon Digital Services,  Inc.",publisher00000954,title00654752,author00099988,28108,11.45,270,4.6,0,11/15/2012,Paperback,1,1,0,0,0,204,5,$54.48 ,$33.11 ,$0.00 ,$21.37 ,0
Print,"Amazon Digital Services,  Inc.",publisher00009056,title00622142,author00151818,28109,5.99,165,4.6,0,2/1/2000,Paperback,0,1,0,0,0,160,5,$28.50 ,$14.25 ,$11.97 ,$2.28 ,0
Print,"Amazon Digital Services,  Inc.",publisher00003378,title00610714,author00110170,28110,6.83,84,4.2,0,10/1/1996,Paperback,0,1,0,0,0,304,5,$32.50 ,$15.87 ,$13.97 ,$2.66 ,0
Print,"Amazon Digital Services,  Inc.",publisher00076098,title00645491,author00344815,28112,27.44,59,4.9,0,12/22/2010,Paperback,0,0,0,0,1,224,5,$130.55 ,$47.41 ,$69.84 ,$13.30 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002118,title00697408,NA,28115,17.34,21,4.5,0,11/1/2008,Paperback,0,1,0,0,0,128,5,$82.49 ,$27.90 ,$45.85 ,$8.73 ,0
Print,Penguin Group (USA) LLC,publisher00036098,title00600230,author00095281,28122,13.21,334,4.8,0,8/4/2015,Paperback,0,0,0,1,0,288,5,$62.83 ,$22.40 ,$33.96 ,$6.47 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002242,title00601317,author00095526,28124,22.7,59,4.5,0,12/16/2013,Paperback,0,1,0,0,0,384,5,$107.95 ,$36.64 ,$59.90 ,$11.41 ,0
Print,"Amazon Digital Services,  Inc.",publisher00073685,title00662244,author00346825,28125,7.95,13,4.8,0,6/1/2009,Paperback,0,1,0,0,0,80,5,$37.81 ,$18.90 ,$15.88 ,$3.02 ,0
Print,"Amazon Digital Services,  Inc.",publisher00010602,title00635884,author00123133,28126,8.44,315,4.5,0,1/21/2004,Mass Market Paperback,0,1,0,0,0,936,5,$40.14 ,$16.50 ,$20.80 ,$2.84 ,0
Print,"Amazon Digital Services,  Inc.",publisher00001217,title00627439,author00110184,28127,5.99,58,4.5,0,9/17/2014,Paperback,0,1,0,0,0,64,5,$28.48 ,$14.24 ,$11.96 ,$2.28 ,0
Print,"Amazon Digital Services,  Inc.",publisher00001668,title00678320,author00098397,28128,11.64,42,4.8,0,6/28/1995,Paperback,0,1,0,0,0,144,5,$55.35 ,$17.43 ,$31.85 ,$6.07 ,0
Print,Penguin Group (USA) LLC,publisher00011997,title00691050,author00224450,28134,14.94,40,4.1,0,5/26/2009,Paperback,0,0,0,1,0,432,5,$71.03 ,$18.73 ,$43.93 ,$8.37 ,0
Print,Simon and Schuster Digital Sales Inc,publisher00000278,title00637042,author00149996,28135,13.35,629,4.7,0,3/20/2012,Paperback,0,0,0,1,0,384,5,$63.47 ,$23.06 ,$33.94 ,$6.47 ,0
Print,"Amazon Digital Services,  Inc.",publisher00073667,title00635242,author00345959,28136,6.93,69,4.4,0,9/1/2002,Paperback,0,1,0,0,0,88,5,$32.94 ,$9.32 ,$19.85 ,$3.78 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002614,title00602889,author00094025,28138,11.48,419,4.5,0,3/1/2011,Paperback,0,1,0,0,0,160,5,$54.57 ,$18.94 ,$29.93 ,$5.70 ,0
Print,Hachette Book Group,publisher00000002,title00734812,author00128874,28139,11.05,213,4.6,0,2/1/2001,Paperback,0,0,0,1,0,192,5,$52.53 ,$16.87 ,$29.95 ,$5.70 ,0
Print,"Amazon Digital Services,  Inc.",publisher00073680,title00614899,author00097268,28141,23.08,422,4.3,0,9/29/2008,Hardcover,0,0,0,1,0,960,5,$109.70 ,$21.77 ,$61.55 ,$26.38 ,0
Print,"Amazon Digital Services,  Inc.",publisher00001583,title00602458,author00099364,28142,11.6,112,4.6,0,6/24/2010,Paperback,0,1,0,0,0,197,5,$55.14 ,$24.36 ,$25.85 ,$4.92 ,0
Print,HarperCollins Publishers,publisher00000754,title00600466,author00095713,28146,6.99,4142,4.7,0,3/5/2002,Mass Market Paperback,0,0,0,1,0,224,5,$33.22 ,$16.61 ,$14.62 ,$1.99 ,0
Print,Random House LLC,publisher00001661,title00599776,author00125950,28147,11.96,207,4,0,1/6/2009,Paperback,0,0,0,1,0,240,5,$56.84 ,$14.19 ,$35.83 ,$6.82 ,0
Print,Random House LLC,publisher00000129,title00633220,author00120177,28151,11.84,36,4.6,0,3/24/1998,Paperback,0,0,0,1,0,112,5,$56.26 ,$23.12 ,$27.84 ,$5.30 ,0
Print,HarperCollins Christian Publishing,publisher00000097,title00614381,author00095291,28155,16.47,827,4.7,0,9/10/2012,Hardcover,0,0,0,1,0,240,5,$78.25 ,$18.89 ,$41.56 ,$17.81 ,0
Print,Hachette Book Group,publisher00000002,title00656502,author00123947,28159,7.2,168,4.7,0,9/1/2004,Mass Market Paperback,0,0,0,1,0,560,5,$34.20 ,$15.20 ,$16.72 ,$2.28 ,0
Print,"Amazon Digital Services,  Inc.",publisher00000549,title00721203,author00360988,28162,15.25,108,4.7,0,10/19/2004,Paperback,0,1,0,0,0,239,5,$72.44 ,$29.81 ,$35.81 ,$6.82 ,0
Print,"Amazon Digital Services,  Inc.",publisher00011740,title00626991,author00110533,28166,8.69,58,4.6,0,10/19/2006,Paperback,0,1,0,0,0,112,5,$41.27 ,$10.52 ,$25.83 ,$4.92 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002397,title00639437,author00179836,28169,23.7,30,4.8,0,6/8/2010,Paperback,0,1,0,0,0,256,5,$112.55 ,$17.69 ,$79.68 ,$15.18 ,0
Print,"Amazon Digital Services,  Inc.",publisher00000954,title00619146,author00177703,28170,17.82,134,4.7,0,11/7/2014,Paperback,1,1,0,0,0,104,5,$84.62 ,$37.93 ,$0.00 ,$46.69 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002174,title00601436,author00110140,28171,16.05,35,4.4,0,3/15/1996,Paperback,0,1,0,0,0,128,5,$76.22 ,$31.15 ,$37.85 ,$7.21 ,0
Print,Random House LLC,publisher00002132,title00650334,author00097648,28172,33.57,16,4.5,0,11/13/2007,Hardcover,0,0,0,1,0,1408,5,$159.41 ,$28.82 ,$91.41 ,$39.18 ,0
Print,"Amazon Digital Services,  Inc.",publisher00001797,title00599759,author00101642,28178,10.47,349,4.7,0,10/27/2015,Paperback,0,1,0,0,0,312,5,$49.71 ,$11.75 ,$31.88 ,$6.07 ,0
Print,"Amazon Digital Services,  Inc.",publisher00005427,title00598196,author00100231,28183,8.74,45,4.8,0,3/15/2003,Paperback,0,1,0,0,0,40,5,$41.49 ,$15.50 ,$21.83 ,$4.16 ,0
Print,Random House LLC,publisher00001654,title00617138,author00129655,28183,13.31,66,4.8,0,7/10/2001,Paperback,0,0,0,1,0,368,5,$63.18 ,$25.32 ,$31.80 ,$6.06 ,0
Print,"Amazon Digital Services,  Inc.",publisher00000964,title00713833,author00098163,28185,14.57,134,4.6,0,2/1/2011,Paperback,0,1,0,0,0,272,5,$69.16 ,$28.86 ,$33.85 ,$6.45 ,0
Print,Simon and Schuster Digital Sales Inc,publisher00010173,title00725976,author00361429,28189,6.99,27,4.8,0,9/30/2014,Board book,0,0,0,1,0,,5,$33.17 ,$16.59 ,$13.27 ,$3.32 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002108,title00635175,author00264876,28192,11.55,2,5,0,1/20/2014,Paperback,0,1,0,0,0,190,5,$54.81 ,$27.41 ,$23.02 ,$4.38 ,0
Print,DC Comics,publisher00002862,title00731235,author00095495,28194,9.43,106,4.3,0,5/3/2011,Paperback,0,1,0,0,0,168,5,$44.75 ,$9.18 ,$29.88 ,$5.69 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002880,title00721465,author00105152,28198,11.22,126,4.6,0,3/15/2012,Hardcover,0,1,0,0,0,1,5,$53.24 ,$15.30 ,$26.55 ,$11.38 ,0
Print,"Amazon Digital Services,  Inc.",publisher00003195,title00624737,author00344632,28204,24.55,56,4.9,0,10/1/2013,Paperback,0,1,0,0,0,256,5,$116.46 ,$47.67 ,$57.78 ,$11.01 ,0
Print,"Amazon Digital Services,  Inc.",publisher00005059,title00693603,author00121879,28205,10.44,35,4.9,0,9/28/2002,Paperback,0,1,0,0,0,215,5,$49.52 ,$6.83 ,$35.86 ,$6.83 ,0
Print,Random House LLC,publisher00000239,title00636854,author00096677,28207,17.96,1,4,1,2/16/2016,Hardcover,0,0,0,1,0,288,5,$85.19 ,$28.39 ,$39.76 ,$17.04 ,0
Print,Penguin Group (USA) LLC,publisher00000243,title00647849,author00113278,28208,12.91,105,4.6,0,5/31/2011,Paperback,0,0,0,1,0,512,5,$61.23 ,$13.80 ,$39.84 ,$7.59 ,0
Print,"Amazon Digital Services,  Inc.",publisher00000954,title00614092,author00192128,28210,10.67,37,4.4,0,4/3/2015,Paperback,1,1,0,0,0,42,5,$50.61 ,$26.88 ,$0.00 ,$23.72 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002080,title00625021,author00246733,28211,16.82,67,4.3,0,11/21/2012,Paperback,0,1,0,0,0,448,5,$79.77 ,$32.46 ,$39.74 ,$7.57 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002208,title00655234,author00096657,28213,12.33,49,4.5,0,10/1/2012,Paperback,0,1,0,0,0,240,5,$58.47 ,$15.84 ,$35.81 ,$6.82 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002242,title00625693,author00112761,28214,12.14,56,4.5,0,8/7/2012,Paperback,0,1,0,0,0,360,5,$57.57 ,$3.06 ,$45.79 ,$8.72 ,0
Print,"Amazon Digital Services,  Inc.",publisher00003225,title00681788,author00154627,28217,14.29,172,4.7,0,6/22/2007,Paperback,0,1,0,0,0,192,5,$67.76 ,$20.46 ,$39.73 ,$7.57 ,0
Print,"Amazon Digital Services,  Inc.",publisher00074491,title00630204,author00345319,28218,21.49,33,4.8,0,12/1/2013,Hardcover,0,1,0,0,0,772,5,$101.90 ,$30.80 ,$49.77 ,$21.33 ,0
Print,Random House LLC,publisher00002408,title00606378,author00099081,28219,3.99,130,4.6,0,3/11/1997,Paperback,0,0,0,1,0,32,5,$18.92 ,$9.46 ,$7.95 ,$1.51 ,0
Print,"Amazon Digital Services,  Inc.",publisher00056700,title00662128,author00096159,28221,13.73,191,4.6,0,6/25/2005,Paperback,0,0,0,0,1,288,5,$65.10 ,$17.80 ,$39.73 ,$7.57 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002462,title00674237,author00351789,28224,25.97,10,4.3,0,1/14/2015,Paperback,0,1,0,0,0,336,5,$123.12 ,$52.12 ,$59.63 ,$11.36 ,0
Print,Random House LLC,publisher00002408,title00669601,author00116897,28225,11.68,124,4.9,0,9/1/1999,Hardcover,0,0,0,1,0,96,5,$55.37 ,$17.47 ,$26.53 ,$11.37 ,0
Print,"Amazon Digital Services,  Inc.",publisher00001715,title00605356,author00098377,28231,13.65,75,3.9,0,3/24/2015,Paperback,0,1,0,0,0,304,5,$64.70 ,$24.46 ,$33.80 ,$6.44 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002930,title00602697,author00099194,28232,18.64,174,4.8,0,12/20/2011,Paperback,0,1,0,0,0,600,5,$88.35 ,$29.12 ,$49.75 ,$9.48 ,0
Print,Random House LLC,publisher00001661,title00639466,author00095451,28233,20.79,91,4.8,0,10/14/2014,Hardcover,0,0,0,1,0,272,5,$98.53 ,$27.44 ,$49.76 ,$21.33 ,0
Print,"Amazon Digital Services,  Inc.",publisher00003378,title00714207,author00351667,28235,5.77,17,4.5,0,5/1/2005,Paperback,0,1,0,0,0,64,5,$27.34 ,$6.04 ,$17.89 ,$3.41 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002551,title00605238,author00094428,28236,18.02,15,3.7,0,5/15/2014,Paperback,0,1,0,0,0,208,5,$85.40 ,$26.28 ,$49.66 ,$9.46 ,0
Print,"Amazon Digital Services,  Inc.",publisher00000954,title00602625,author00099374,28237,9.99,92,4.8,0,6/11/2013,Paperback,1,1,0,0,0,202,5,$47.34 ,$34.47 ,$0.00 ,$12.87 ,0
Print,Random House LLC,publisher00003443,title00643770,author00103126,28239,13.39,62,4,0,4/1/2007,Paperback,0,0,0,1,0,304,5,$63.45 ,$20.85 ,$35.78 ,$6.82 ,0
Print,"Amazon Digital Services,  Inc.",publisher00001217,title00646283,author00099466,28240,4.5,11,4.5,0,9/29/2004,Paperback,0,1,0,0,0,192,5,$21.32 ,$10.66 ,$8.96 ,$1.71 ,0
Print,Random House LLC,publisher00000129,title00676054,author00150116,28242,9.36,150,4,0,8/12/1984,Paperback,0,0,0,1,0,182,5,$44.35 ,$8.81 ,$29.85 ,$5.69 ,0
Print,Penguin Group (USA) LLC,publisher00036089,title00611426,author00101933,28244,14.26,131,4.8,0,3/1/1998,Paperback,0,0,0,1,0,320,5,$67.56 ,$27.29 ,$33.83 ,$6.44 ,0
Print,Random House LLC,publisher00000717,title00741664,author00108023,28245,19.07,105,3.9,0,2/3/2015,Hardcover,0,0,0,1,0,352,5,$90.35 ,$31.13 ,$41.45 ,$17.77 ,0
Print,"Amazon Digital Services,  Inc.",publisher00004784,title00613587,author00103947,28248,13.57,1,5,0,10/1/2015,Paperback,0,1,0,0,0,128,5,$64.28 ,$26.50 ,$31.73 ,$6.04 ,0
Print,Hachette Book Group,publisher00032600,title00666438,author00127219,28250,11.59,384,4.2,0,4/28/2009,Paperback,0,0,0,1,0,240,5,$54.90 ,$7.58 ,$39.75 ,$7.57 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002880,title00652686,author00097529,28256,14.4,353,4.7,0,8/12/2009,Paperback,0,1,0,0,0,238,5,$68.20 ,$28.06 ,$33.72 ,$6.42 ,0
Print,Macmillan,publisher00000130,title00674652,author00351868,28258,15.32,51,4.4,0,7/17/2012,Paperback,0,0,0,1,0,128,5,$72.55 ,$18.11 ,$45.73 ,$8.71 ,0
Print,"Amazon Digital Services,  Inc.",publisher00000595,title00680236,author00331806,28260,12.66,67,4.6,0,6/15/1971,Paperback,0,1,0,0,0,192,5,$59.95 ,$26.83 ,$27.82 ,$5.30 ,0
Print,Simon and Schuster Digital Sales Inc,publisher00000794,title00603884,author00106534,28261,10.97,851,4.4,0,4/2/2013,Paperback,0,0,0,1,0,336,5,$51.95 ,$14.06 ,$31.82 ,$6.06 ,0
Print,"Amazon Digital Services,  Inc.",publisher00073824,title00680990,author00096537,28269,12.89,115,4.3,0,9/3/2012,Hardcover,0,0,0,0,1,784,5,$61.02 ,$25.56 ,$24.82 ,$10.64 ,0
Print,Macmillan,publisher00003226,title00662080,author00114969,28272,12.29,18,4.2,0,4/14/2015,Hardcover,0,0,0,1,0,40,5,$58.18 ,$15.62 ,$29.79 ,$12.77 ,0
Print,"Amazon Digital Services,  Inc.",publisher00077322,title00671260,author00097000,28273,3.99,34,4.4,0,8/20/1991,Paperback,0,0,0,0,1,48,5,$18.89 ,$9.44 ,$7.93 ,$1.51 ,0
Print,Macmillan,publisher00000462,title00684516,author00220152,28274,21.2,3,4,1,1/12/2016,Hardcover,0,0,0,1,0,304,5,$100.35 ,$36.45 ,$44.73 ,$19.17 ,0
Print,Random House LLC,publisher00002408,title00653792,author00096501,28275,4.99,34,4.8,0,3/3/1998,Paperback,0,0,0,1,0,96,5,$23.62 ,$11.81 ,$9.92 ,$1.89 ,0
Print,Hachette Book Group,publisher00000198,title00633698,author00191295,28277,8.49,64,4.8,0,10/16/2012,Hardcover,0,0,0,1,0,32,5,$40.18 ,$14.15 ,$18.22 ,$7.81 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002123,title00601414,author00341434,28279,15.14,30,4.5,0,2/16/2013,Paperback,0,1,0,0,0,224,5,$71.65 ,$26.81 ,$37.67 ,$7.17 ,0
Print,"Amazon Digital Services,  Inc.",publisher00002413,title00642549,author00205977,28280,23.47,34,4.6,0,6/9/2015,Hardcover,0,1,0,0,0,288,5,$111.07 ,$35.35 ,$53.00 ,$22.72 ,0
Print,Random House LLC,publisher00000066,title00666561,author00329891,28282,17.82,81,4.4,0,10/6/2015,Hardcover,0,0,0,1,0,448,5,$84.33 ,$18.08 ,$46.38 ,$19.88 ,0
